Name	Length	EffectiveLength	TPM	NumReads
TRINITY_DN27249_c0_g1_i1	690	386.207	0.442829	9.000
TRINITY_DN27271_c0_g1_i1	248	43.835	0.433506	1.000
TRINITY_DN27266_c0_g3_i1	351	92.073	0.000000	0.000
TRINITY_DN27289_c0_g1_i1	314	72.866	0.000000	0.000
TRINITY_DN27273_c0_g1_i1	224	34.332	1.107005	2.000
TRINITY_DN27262_c0_g1_i1	589	289.212	0.525637	8.000
TRINITY_DN27242_c1_g1_i1	246	42.972	0.884423	2.000
TRINITY_DN27242_c0_g1_i1	213	29.282	1.946847	3.000
TRINITY_DN27236_c0_g1_i1	213	29.282	0.000000	0.000
TRINITY_DN27270_c0_g1_i1	249	44.268	0.858532	2.000
TRINITY_DN27276_c0_g1_i1	946	639.299	0.267518	9.000
TRINITY_DN27278_c0_g1_i1	410	131.646	0.866078	6.000
TRINITY_DN27218_c0_g1_i1	2660	2353.088	0.734880	91.000
TRINITY_DN27250_c0_g1_i3	1043	736.088	1.703834	66.000
TRINITY_DN27260_c0_g1_i2	308	69.846	0.000000	0.000
TRINITY_DN27222_c0_g1_i1	228	35.998	1.583622	3.000
TRINITY_DN27230_c0_g1_i1	409	130.904	0.725824	5.000
TRINITY_DN27234_c1_g1_i1	633	331.106	0.344348	6.000
TRINITY_DN27274_c0_g1_i1	441	156.320	0.000000	0.000
TRINITY_DN27225_c0_g1_i2	1156	849.088	0.448796	20.053
TRINITY_DN27225_c0_g2_i1	1156	849.088	0.693781	31.000
TRINITY_DN27206_c0_g1_i1	265	50.939	0.000000	0.000
TRINITY_DN27204_c0_g1_i1	525	229.723	0.165439	2.000
TRINITY_DN27213_c0_g1_i1	318	74.895	0.507445	2.000
TRINITY_DN3343_c0_g1_i1	1445	1138.088	5.477201	328.036
TRINITY_DN3343_c0_g3_i2	1701	1394.088	21.181853	1553.964
TRINITY_DN3326_c0_g1_i1	2460	2153.088	1.491551	169.000
TRINITY_DN3326_c0_g2_i1	431	148.051	0.256703	2.000
TRINITY_DN3398_c0_g1_i2	841	534.869	23.661385	666.000
TRINITY_DN3308_c1_g1_i6	797	491.297	7.998282	206.789
TRINITY_DN3308_c0_g1_i1	300	66.392	2.862200	10.000
TRINITY_DN3308_c0_g2_i1	208	27.035	16.163076	22.995
TRINITY_DN3303_c5_g1_i1	261	49.381	2.467844	6.413
TRINITY_DN3303_c0_g1_i1	3720	3413.088	11.607311	2084.807
TRINITY_DN3303_c0_g2_i1	391	118.020	1.288092	8.000
TRINITY_DN3303_c2_g3_i1	1310	1003.088	1.155590	61.000
TRINITY_DN3303_c3_g2_i1	1627	1320.088	0.071975	5.000
TRINITY_DN3303_c7_g1_i1	261	49.381	0.000000	0.000
TRINITY_DN3303_c1_g2_i1	1764	1457.088	1.708436	131.000
TRINITY_DN3303_c6_g1_i1	470	180.701	0.210321	2.000
TRINITY_DN3360_c0_g1_i1	1764	1457.088	0.978112	75.000
TRINITY_DN3360_c0_g2_i3	2541	2204.088	6.483853	752.054
TRINITY_DN3385_c0_g1_i2	1927	1620.088	12.421399	1059.000
TRINITY_DN3359_c1_g1_i1	1899	1592.088	2.172288	182.000
TRINITY_DN3359_c0_g1_i1	1677	1370.088	1.123440	81.000
TRINITY_DN3386_c0_g1_i10	825	519.006	37.821688	1033.000
TRINITY_DN3386_c3_g1_i1	1409	1102.088	8.897061	516.000
TRINITY_DN3386_c4_g1_i1	1869	1562.088	6.727176	553.000
TRINITY_DN3386_c1_g2_i2	2146	1839.088	3.027459	293.000
TRINITY_DN3363_c1_g1_i3	1302	995.088	0.993013	52.000
TRINITY_DN3363_c0_g1_i3	1730	1423.088	3.765568	282.000
TRINITY_DN3340_c0_g1_i5	5162	4855.088	7.166456	1831.000
TRINITY_DN3340_c0_g2_i1	1467	1160.088	1.736313	106.000
TRINITY_DN3340_c1_g3_i1	677	373.601	12.817579	252.000
TRINITY_DN3340_c1_g2_i8	1181	874.088	1.000036	46.000
TRINITY_DN3340_c1_g1_i2	812	506.144	0.863510	23.000
TRINITY_DN3340_c2_g1_i1	1684	1377.088	5.519649	400.000
TRINITY_DN3382_c0_g1_i7	1665	1358.088	28.949814	2069.000
TRINITY_DN3382_c5_g1_i1	1380	1073.088	7.083335	400.000
TRINITY_DN3382_c3_g1_i2	1721	1414.088	1.773824	132.000
TRINITY_DN3382_c4_g1_i1	3048	2741.088	0.852698	123.000
TRINITY_DN3382_c7_g1_i1	1918	1611.088	2.441542	207.000
TRINITY_DN3382_c1_g2_i1	1535	1228.088	3.496972	226.000
TRINITY_DN3382_c6_g1_i2	569	270.461	1.615981	23.000
TRINITY_DN3382_c8_g1_i1	529	233.376	7.409656	91.000
TRINITY_DN3325_c0_g1_i1	1104	797.088	5.626248	236.000
TRINITY_DN3388_c0_g1_i1	901	594.480	106.507608	3332.000
TRINITY_DN3344_c0_g1_i1	539	242.579	13.473742	172.000
TRINITY_DN3350_c1_g1_i7	1711	1404.088	1.664654	123.000
TRINITY_DN3350_c2_g1_i2	1544	1237.088	7.065947	460.000
TRINITY_DN3350_c0_g1_i4	1964	1657.088	21.776724	1899.000
TRINITY_DN3350_c0_g2_i4	1397	1090.088	0.575262	33.000
TRINITY_DN3399_c0_g1_i9	4861	4554.088	3.980706	954.000
TRINITY_DN3313_c0_g1_i2	1386	1079.088	36.293953	2061.000
TRINITY_DN3379_c0_g1_i4	1367	1060.088	2.419942	135.000
TRINITY_DN3376_c0_g1_i7	3380	3073.088	7.240942	1171.000
TRINITY_DN3397_c0_g1_i1	1606	1299.088	3.876327	265.000
TRINITY_DN3374_c1_g1_i3	1309	1002.088	2.522080	133.000
TRINITY_DN3374_c2_g1_i2	340	86.497	1.098451	5.000
TRINITY_DN3374_c0_g1_i5	2472	2165.088	1.895795	216.000
TRINITY_DN3331_c0_g1_i1	1471	1164.088	11.394172	698.000
TRINITY_DN3373_c0_g1_i1	456	168.853	202.165286	1796.395
TRINITY_DN3318_c0_g1_i3	1302	995.088	6.015368	315.000
TRINITY_DN3348_c0_g4_i5	2577	2270.088	0.627815	75.000
TRINITY_DN3348_c0_g2_i1	3486	3179.088	5.284001	884.000
TRINITY_DN3348_c0_g3_i1	868	561.674	0.338321	10.000
TRINITY_DN3348_c3_g1_i1	563	264.853	1.578452	22.000
TRINITY_DN3348_c4_g1_i1	506	212.441	0.268347	3.000
TRINITY_DN3348_c1_g1_i4	2057	1750.088	1.205248	111.000
TRINITY_DN3348_c2_g1_i1	667	363.912	14.150979	271.000
TRINITY_DN3316_c0_g3_i1	3228	2921.088	9.354647	1438.000
TRINITY_DN3364_c0_g1_i2	1967	1660.088	2.438157	213.000
TRINITY_DN3319_c0_g1_i1	2026	1719.088	30.232383	2735.000
TRINITY_DN3395_c0_g1_i1	1012	705.088	6.279509	233.000
TRINITY_DN3390_c0_g1_i4	1597	1290.088	2.342022	159.000
TRINITY_DN3394_c0_g2_i1	1512	1205.088	1.293029	82.000
TRINITY_DN3337_c0_g1_i1	685	381.358	13.453758	270.000
TRINITY_DN3358_c0_g1_i1	3282	2975.088	3.602404	564.000
TRINITY_DN3320_c0_g1_i1	1821	1514.088	4.140271	329.888
TRINITY_DN3320_c0_g2_i1	1586	1279.088	2.111266	142.112
TRINITY_DN3320_c3_g1_i2	2065	1758.088	16.537276	1530.000
TRINITY_DN3320_c4_g1_i1	1430	1123.088	1.082877	64.000
TRINITY_DN3320_c4_g2_i2	1448	1141.088	0.999184	60.000
TRINITY_DN3320_c2_g2_i1	2197	1890.088	1.276835	127.000
TRINITY_DN3320_c1_g2_i1	364	100.119	21.067897	111.000
TRINITY_DN3320_c2_g1_i3	1611	1304.088	1.923447	132.000
TRINITY_DN3321_c0_g1_i2	907	600.450	268.906781	8497.000
TRINITY_DN3383_c1_g1_i1	667	363.912	0.208871	4.000
TRINITY_DN3383_c0_g1_i1	1674	1367.088	1.473406	106.000
TRINITY_DN3333_c0_g1_i2	2106	1799.088	5.460737	517.000
TRINITY_DN3305_c2_g1_i1	2449	2142.088	20.039740	2259.000
TRINITY_DN3305_c0_g1_i4	2936	2629.088	21.408838	2962.000
TRINITY_DN3367_c0_g1_i1	1283	976.088	12.459601	640.000
TRINITY_DN3365_c0_g2_i1	1260	953.088	1.854228	93.000
TRINITY_DN3365_c0_g3_i1	2562	2255.088	2.713349	322.000
TRINITY_DN3354_c0_g1_i3	2311	2004.088	2.664420	281.000
TRINITY_DN3351_c0_g2_i1	1856	1549.088	0.625615	51.000
TRINITY_DN3362_c0_g1_i4	1149	842.088	145.866981	6464.000
TRINITY_DN3381_c0_g1_i1	1338	1031.088	1.584951	86.000
TRINITY_DN3393_c0_g2_i2	1480	1173.088	0.939530	58.000
TRINITY_DN3311_c0_g1_i6	3125	2818.088	2.548886	378.000
TRINITY_DN3314_c0_g1_i3	1028	721.088	194.245630	7371.000
TRINITY_DN3375_c0_g2_i1	2731	2424.088	3.716119	474.051
TRINITY_DN3368_c0_g1_i2	2183	1876.088	24.663739	2435.000
TRINITY_DN3307_c0_g1_i13	1480	1173.088	98.845011	6102.000
TRINITY_DN3307_c0_g2_i1	483	191.883	3.862252	39.000
TRINITY_DN3372_c0_g1_i3	1012	705.088	90.823804	3370.000
TRINITY_DN3347_c0_g1_i5	1916	1609.088	5.975632	506.000
TRINITY_DN3347_c0_g2_i1	1787	1480.088	3.761779	293.000
TRINITY_DN3347_c3_g1_i2	1307	1000.088	1.577077	83.000
TRINITY_DN3347_c4_g1_i1	2160	1853.088	11.085182	1081.000
TRINITY_DN3347_c3_g3_i1	962	655.251	5.887102	203.000
TRINITY_DN3347_c3_g2_i2	573	274.196	0.000000	0.000
TRINITY_DN3347_c1_g3_i1	1222	915.088	2.844925	137.000
TRINITY_DN3347_c1_g2_i1	1662	1355.088	6.492720	463.000
TRINITY_DN3347_c1_g1_i2	1912	1605.088	1.870559	158.000
TRINITY_DN3347_c2_g1_i1	1471	1164.088	1.420190	87.000
TRINITY_DN3347_c6_g1_i1	354	93.746	0.810815	4.000
TRINITY_DN3347_c4_g2_i1	232	37.741	1.007014	2.000
TRINITY_DN3347_c5_g2_i2	2270	1963.088	28.943143	2990.008
TRINITY_DN3377_c0_g1_i2	951	644.281	7.609528	258.000
TRINITY_DN3391_c0_g1_i1	895	588.509	5.004856	155.000
TRINITY_DN3361_c0_g1_i1	767	461.697	12.635569	307.000
TRINITY_DN3369_c0_g4_i1	526	230.634	4.202037	51.000
TRINITY_DN3369_c0_g1_i1	1868	1561.088	1.135784	93.306
TRINITY_DN3369_c0_g2_i6	2806	2499.088	3.160860	415.694
TRINITY_DN3369_c3_g1_i1	285	59.174	0.000000	0.000
TRINITY_DN3369_c1_g3_i1	326	78.608	1.450436	6.000
TRINITY_DN3369_c1_g1_i1	276	55.071	0.690109	2.000
TRINITY_DN3369_c2_g1_i1	992	685.176	1.275760	46.000
TRINITY_DN3301_c0_g1_i1	933	626.345	6.613872	218.000
TRINITY_DN3336_c0_g4_i1	1892	1585.088	3.176915	265.000
TRINITY_DN3336_c0_g1_i2	2114	1807.088	3.995926	380.000
TRINITY_DN3336_c0_g2_i1	545	248.138	0.153162	2.000
TRINITY_DN3336_c0_g3_i5	1253	946.088	2.731621	136.000
TRINITY_DN3336_c1_g2_i2	227	35.528	0.000000	0.000
TRINITY_DN3336_c1_g1_i4	1741	1434.088	6.293987	474.994
TRINITY_DN3332_c0_g1_i4	838	531.898	25.043963	701.000
TRINITY_DN3322_c0_g1_i1	3099	2792.088	1.599381	235.000
TRINITY_DN3322_c0_g2_i1	263	50.178	1.136117	3.000
TRINITY_DN3306_c0_g1_i3	2182	1875.088	0.962754	95.000
TRINITY_DN3355_c0_g1_i2	2007	1700.088	1.441888	129.000
TRINITY_DN3366_c0_g1_i1	933	626.345	4.732862	156.000
TRINITY_DN3371_c0_g1_i3	1175	868.088	2.955175	135.000
TRINITY_DN3338_c0_g1_i1	2342	2035.088	3.193420	342.000
TRINITY_DN3302_c1_g1_i1	457	169.688	75.142114	671.000
TRINITY_DN3302_c0_g1_i1	975	668.214	2.758477	97.000
TRINITY_DN3302_c0_g2_i5	2806	2499.088	5.984204	787.000
TRINITY_DN3335_c0_g1_i3	2930	2623.088	8.504884	1174.000
TRINITY_DN3335_c0_g2_i2	970	663.232	2.836503	99.000
TRINITY_DN3370_c0_g4_i1	946	639.299	0.267517	9.000
TRINITY_DN3370_c0_g2_i1	2119	1812.088	1.625420	155.000
TRINITY_DN3370_c1_g2_i1	228	35.998	0.000000	0.000
TRINITY_DN3370_c1_g1_i2	954	647.272	2.055060	70.000
TRINITY_DN3389_c0_g1_i3	658	355.182	10.486190	196.000
TRINITY_DN3334_c1_g1_i1	1685	1378.088	4.453882	323.000
TRINITY_DN3356_c0_g1_i4	2520	2213.088	23.020317	2681.000
TRINITY_DN3346_c0_g1_i2	689	385.235	13.860982	281.000
TRINITY_DN3300_c0_g1_i2	1558	1251.088	25.988146	1711.000
TRINITY_DN3357_c0_g1_i4	1585	1278.088	5.382214	362.000
TRINITY_DN3392_c0_g1_i14	2282	1975.088	8.913493	926.448
TRINITY_DN5864_c1_g1_i1	631	329.190	0.808156	14.000
TRINITY_DN5864_c0_g2_i2	759	453.811	1.758681	42.000
TRINITY_DN5845_c0_g1_i2	2988	2681.088	6.761616	954.000
TRINITY_DN5820_c0_g1_i5	3835	3528.088	46.676579	8666.131
TRINITY_DN5820_c0_g2_i1	2939	2632.088	2.382466	330.000
TRINITY_DN5820_c3_g1_i3	2351	2044.088	0.827377	89.000
TRINITY_DN5820_c1_g2_i1	2345	2038.088	3.934619	422.000
TRINITY_DN5820_c1_g1_i1	1284	977.088	5.328807	274.000
TRINITY_DN5856_c0_g1_i1	2745	2438.088	6.204072	796.000
TRINITY_DN5863_c1_g1_i1	649	346.505	0.438727	8.000
TRINITY_DN5863_c0_g2_i1	1477	1170.088	1.607792	99.000
TRINITY_DN5850_c0_g1_i3	1538	1231.088	1.188543	77.000
TRINITY_DN5850_c0_g2_i1	821	515.051	0.405841	11.000
TRINITY_DN5853_c0_g1_i3	1412	1105.088	7.187743	418.000
TRINITY_DN5878_c0_g1_i1	1427	1120.088	1.289361	76.000
TRINITY_DN5851_c0_g1_i1	993	686.174	35.780117	1292.000
TRINITY_DN5827_c0_g1_i1	2077	1770.088	0.128825	12.000
TRINITY_DN5817_c0_g1_i1	282	57.769	0.000000	0.000
TRINITY_DN5880_c0_g1_i1	864	557.697	2.180694	64.000
TRINITY_DN5818_c0_g1_i2	925	618.375	4.179270	136.000
TRINITY_DN5818_c0_g2_i1	1423	1116.088	3.081721	181.000
TRINITY_DN5812_c0_g2_i1	2215	1908.088	2.788514	280.000
TRINITY_DN5873_c0_g1_i1	2383	2076.088	8.539827	933.000
TRINITY_DN5867_c0_g1_i4	3305	2998.088	20.301388	3203.000
TRINITY_DN5858_c0_g2_i1	2830	2523.088	19.529148	2593.000
TRINITY_DN5800_c0_g1_i1	985	678.193	17.231963	615.000
TRINITY_DN5821_c1_g3_i1	1420	1113.088	0.666547	39.043
TRINITY_DN5821_c1_g2_i1	2185	1878.088	6.981022	689.957
TRINITY_DN5821_c1_g1_i2	1089	782.088	94.564979	3892.000
TRINITY_DN5821_c0_g1_i1	2473	2166.088	4.921528	561.000
TRINITY_DN5844_c0_g1_i2	783	477.476	4.735962	119.000
TRINITY_DN5875_c0_g1_i3	3924	3617.088	45.790072	8716.000
TRINITY_DN5839_c0_g1_i2	1349	1042.088	2.808209	154.000
TRINITY_DN5819_c0_g1_i2	1057	750.088	21.305753	841.000
TRINITY_DN5886_c0_g1_i3	1424	1117.088	2.126355	125.000
TRINITY_DN5862_c0_g1_i1	708	403.772	13.554067	288.000
TRINITY_DN5806_c0_g2_i4	1415	1108.088	7.236879	422.000
TRINITY_DN5879_c0_g1_i5	3248	2941.088	7.294560	1129.000
TRINITY_DN5879_c5_g1_i1	1412	1105.088	1.461622	85.000
TRINITY_DN5879_c4_g1_i1	276	55.071	0.345055	1.000
TRINITY_DN5879_c4_g2_i1	382	112.069	1.880552	11.091
TRINITY_DN5879_c1_g3_i1	2366	2059.088	10.972867	1189.000
TRINITY_DN5879_c1_g1_i4	1614	1307.088	1.628270	112.000
TRINITY_DN5879_c2_g1_i3	2544	2237.088	23.452898	2761.000
TRINITY_DN5879_c6_g1_i1	489	197.176	0.385494	4.000
TRINITY_DN5828_c0_g1_i3	883	576.580	19.247147	584.000
TRINITY_DN5842_c2_g2_i1	408	130.139	0.292036	2.000
TRINITY_DN5842_c0_g1_i2	1292	985.088	4.147406	215.000
TRINITY_DN5815_c0_g1_i3	5945	5638.088	2.312094	686.000
TRINITY_DN5841_c0_g1_i1	1191	884.088	13.842148	644.000
TRINITY_DN5859_c0_g1_i2	1503	1196.088	10.549165	664.000
TRINITY_DN5861_c0_g1_i2	987	680.188	26.847713	961.000
TRINITY_DN5840_c3_g1_i1	567	268.593	0.282995	4.000
TRINITY_DN5840_c4_g1_i1	284	58.701	0.323721	1.000
TRINITY_DN5840_c1_g1_i4	4751	4444.088	1.966928	460.000
TRINITY_DN5840_c2_g1_i2	1632	1325.088	0.946482	66.000
TRINITY_DN5840_c0_g1_i1	2717	2410.088	8.349803	1059.000
TRINITY_DN5832_c0_g1_i1	1902	1595.088	4.991632	419.000
TRINITY_DN5837_c0_g1_i4	1603	1296.088	1.993965	136.000
TRINITY_DN5849_c1_g1_i5	1520	1213.088	73.608215	4699.000
TRINITY_DN5849_c0_g1_i4	1563	1256.088	1.875922	124.000
TRINITY_DN5847_c0_g1_i1	1824	1517.088	61.325880	4896.000
TRINITY_DN5808_c0_g4_i1	469	179.826	0.422690	4.000
TRINITY_DN5808_c0_g1_i5	1629	1322.088	2.486560	173.000
TRINITY_DN5808_c0_g2_i1	2866	2559.088	2.895626	389.955
TRINITY_DN5808_c0_g3_i2	2028	1721.088	7.011062	635.000
TRINITY_DN5808_c2_g1_i2	1756	1449.088	2.294861	175.000
TRINITY_DN5872_c1_g1_i2	1541	1234.088	0.600526	39.000
TRINITY_DN5872_c0_g1_i1	1114	807.088	3.155935	134.040
TRINITY_DN5826_c0_g1_i1	1374	1067.088	217.195978	12196.603
TRINITY_DN5801_c1_g2_i1	1354	1047.088	4.264792	235.000
TRINITY_DN5877_c0_g1_i2	708	403.772	17.272023	367.000
TRINITY_DN5869_c0_g1_i1	1501	1194.088	6.413304	403.000
TRINITY_DN5896_c0_g1_i1	2491	2184.088	2.201221	253.000
TRINITY_DN5898_c1_g1_i2	3177	2870.088	30.277441	4573.000
TRINITY_DN5898_c2_g1_i1	209	27.417	0.000000	0.000
TRINITY_DN5898_c0_g1_i3	2188	1881.088	4.071075	403.000
TRINITY_DN5865_c0_g1_i1	1324	1017.088	1.830968	98.000
TRINITY_DN5857_c0_g1_i1	1250	943.088	5.984355	297.000
TRINITY_DN5889_c0_g1_i1	1476	1169.088	6.209109	382.000
TRINITY_DN5852_c0_g1_i1	1903	1596.088	51.063711	4289.000
TRINITY_DN5893_c2_g2_i1	510	216.067	1.143322	13.000
TRINITY_DN5893_c1_g1_i3	909	602.444	14.541097	461.000
TRINITY_DN5893_c0_g1_i2	2650	2343.088	6.634037	818.000
TRINITY_DN5805_c0_g4_i1	786	480.435	131.078507	3314.000
TRINITY_DN5805_c0_g1_i1	1146	839.088	17.509450	773.156
TRINITY_DN5805_c0_g2_i1	1206	899.088	1.545028	73.101
TRINITY_DN5805_c0_g3_i1	898	591.495	11.268110	350.743
TRINITY_DN5805_c1_g2_i1	1487	1180.088	12.463491	774.000
TRINITY_DN5830_c0_g1_i1	1942	1635.088	3.533016	304.000
TRINITY_DN5894_c0_g1_i2	2125	1818.088	45.434725	4347.000
TRINITY_DN5899_c2_g1_i1	1772	1465.088	2.023364	156.000
TRINITY_DN5899_c0_g1_i5	2081	1774.088	2.934868	274.000
TRINITY_DN5888_c0_g1_i3	1067	760.088	7.700164	308.000
TRINITY_DN5876_c1_g1_i1	1019	712.088	2.054803	77.000
TRINITY_DN5876_c0_g1_i1	2136	1829.088	7.178879	691.000
TRINITY_DN5876_c0_g2_i2	1642	1335.088	2.049584	144.000
TRINITY_DN5881_c1_g2_i1	391	118.020	0.322023	2.000
TRINITY_DN5881_c1_g1_i5	2760	2453.088	2.835183	366.000
TRINITY_DN5881_c2_g1_i2	1263	956.088	0.715513	36.000
TRINITY_DN5881_c0_g1_i1	1920	1613.088	0.624354	53.000
TRINITY_DN5831_c0_g1_i2	951	644.281	21.530836	730.000
TRINITY_DN5874_c0_g1_i2	1189	882.088	7.970819	370.000
TRINITY_DN5825_c0_g1_i2	889	582.550	5.088670	156.000
TRINITY_DN5870_c1_g1_i1	845	538.842	0.000000	0.000
TRINITY_DN5884_c0_g1_i1	1505	1198.088	1.094394	69.000
TRINITY_DN5814_c0_g1_i1	2104	1797.088	45.331209	4287.000
TRINITY_DN5811_c0_g1_i2	586	286.390	1.791511	27.000
TRINITY_DN5811_c0_g2_i1	289	61.191	0.000000	0.000
TRINITY_DN5833_c1_g4_i1	801	495.251	0.345327	9.000
TRINITY_DN5816_c0_g4_i1	1752	1445.088	1.867270	142.000
TRINITY_DN5816_c5_g1_i1	778	472.534	1.688998	42.000
TRINITY_DN5816_c0_g1_i1	1144	837.088	1.430153	63.000
TRINITY_DN5816_c0_g2_i1	1061	754.088	1.310371	52.000
TRINITY_DN5816_c0_g3_i1	1271	964.088	5.617477	285.000
TRINITY_DN5816_c7_g1_i1	308	69.846	4.625100	17.000
TRINITY_DN5816_c1_g2_i1	1036	729.088	5.916420	227.000
TRINITY_DN5816_c1_g1_i1	1782	1475.088	38.299238	2973.000
TRINITY_DN5816_c2_g1_i2	1625	1318.088	2.638274	183.000
TRINITY_DN5816_c6_g1_i1	987	680.188	1.257177	45.000
TRINITY_DN5836_c0_g1_i8	2123	1816.088	4.154003	397.000
TRINITY_DN5846_c2_g1_i1	526	230.634	0.164786	2.000
TRINITY_DN5897_c0_g1_i1	829	522.974	31.103348	856.000
TRINITY_DN5848_c1_g2_i1	1044	737.088	1.134348	44.000
TRINITY_DN5848_c0_g1_i1	938	631.329	2.859439	95.000
TRINITY_DN5891_c0_g1_i2	2312	2005.088	10.614456	1120.000
TRINITY_DN5882_c1_g1_i1	1283	976.088	1.557450	80.000
TRINITY_DN5882_c0_g1_i3	2329	2022.088	7.635021	812.451
TRINITY_DN5882_c0_g2_i1	2267	1960.088	2.714536	280.000
TRINITY_DN5838_c0_g1_i1	644	341.685	1.004937	18.070
TRINITY_DN5813_c0_g1_i2	1263	956.088	11.746345	591.000
TRINITY_DN5892_c0_g1_i1	1845	1538.088	4.645365	376.000
TRINITY_DN32768_c0_g1_i1	224	34.332	0.000000	0.000
TRINITY_DN32718_c0_g1_i1	1528	1221.088	0.622481	40.000
TRINITY_DN32711_c0_g1_i1	394	120.042	0.158300	1.000
TRINITY_DN32778_c0_g1_i1	356	95.013	0.399999	2.000
TRINITY_DN32755_c0_g1_i1	1131	824.088	0.345884	15.000
TRINITY_DN32794_c0_g1_i1	217	31.185	2.437440	4.000
TRINITY_DN32745_c0_g1_i1	246	42.972	0.000000	0.000
TRINITY_DN32745_c0_g2_i1	238	40.321	0.471283	1.000
TRINITY_DN32787_c0_g1_i1	319	75.365	0.252140	1.000
TRINITY_DN32782_c0_g1_i1	453	166.360	0.114226	1.000
TRINITY_DN32756_c0_g1_i1	249	44.268	0.000000	0.000
TRINITY_DN32784_c0_g1_i1	1259	952.088	0.259465	13.000
TRINITY_DN32740_c0_g2_i1	279	56.375	2.359529	7.000
TRINITY_DN32798_c0_g1_i1	351	92.073	0.000000	0.000
TRINITY_DN32761_c0_g1_i1	753	447.911	0.169700	4.000
TRINITY_DN32792_c0_g1_i2	1540	1233.088	0.046232	3.000
TRINITY_DN32719_c0_g1_i2	274	54.183	0.701422	2.000
TRINITY_DN32709_c0_g1_i1	1021	714.088	0.133055	5.000
TRINITY_DN32724_c1_g1_i1	443	157.981	1.563689	13.000
TRINITY_DN32724_c0_g1_i1	235	39.041	0.973461	2.000
TRINITY_DN32704_c0_g1_i1	909	602.444	0.000000	0.000
TRINITY_DN32734_c0_g1_i1	1002	695.088	0.410076	15.000
TRINITY_DN14892_c0_g1_i1	377	108.707	0.349613	2.000
TRINITY_DN14870_c0_g1_i1	1709	1402.088	2.941018	217.000
TRINITY_DN14826_c0_g1_i1	1058	751.088	9.689940	383.000
TRINITY_DN14841_c0_g1_i1	1150	843.088	0.495864	22.000
TRINITY_DN14841_c0_g2_i1	323	77.162	0.000000	0.000
TRINITY_DN14884_c0_g1_i1	1140	833.088	0.593056	26.000
TRINITY_DN14895_c0_g1_i1	1804	1497.088	3.059024	241.000
TRINITY_DN14858_c1_g1_i1	845	538.842	0.105797	3.000
TRINITY_DN14858_c0_g1_i1	244	42.413	1.792156	4.000
TRINITY_DN14858_c0_g2_i1	1409	1102.088	0.293120	17.000
TRINITY_DN14820_c0_g1_i1	1164	857.088	2.749219	124.000
TRINITY_DN14888_c0_g1_i1	2739	2432.088	4.187923	536.000
TRINITY_DN14853_c0_g1_i1	830	523.965	21.615097	596.000
TRINITY_DN14853_c0_g2_i1	497	204.325	0.000000	0.000
TRINITY_DN14800_c0_g1_i1	1090	783.088	1.577306	65.000
TRINITY_DN14899_c0_g1_i2	2402	2095.088	6.095091	672.000
TRINITY_DN14877_c0_g1_i1	1469	1162.088	2.796213	171.000
TRINITY_DN14867_c0_g1_i2	931	624.353	2.013157	66.145
TRINITY_DN14801_c0_g1_i1	2095	1788.088	1.689746	159.000
TRINITY_DN14898_c0_g1_i1	945	638.301	51.651987	1735.000
TRINITY_DN14816_c0_g1_i2	824	518.017	6.896469	188.000
TRINITY_DN14812_c0_g1_i1	1152	845.088	2.878201	128.000
TRINITY_DN14840_c0_g2_i1	332	81.877	0.000000	0.000
TRINITY_DN14822_c0_g1_i1	1308	1001.088	6.036261	318.000
TRINITY_DN14842_c0_g1_i4	1292	985.088	0.212193	11.000
TRINITY_DN14834_c0_g1_i1	1378	1071.088	1.170933	66.000
TRINITY_DN14804_c0_g1_i1	1213	906.088	1.090551	52.000
TRINITY_DN14872_c0_g1_i4	879	572.602	1.028778	31.000
TRINITY_DN14868_c0_g1_i1	1507	1200.088	1.757612	111.000
TRINITY_DN14802_c1_g1_i1	248	43.835	0.000000	0.000
TRINITY_DN14802_c0_g1_i1	1525	1218.088	2.558458	164.000
TRINITY_DN14886_c0_g1_i1	1150	843.088	3.200579	142.000
TRINITY_DN14803_c0_g1_i1	1514	1207.088	31.296127	1988.000
TRINITY_DN14837_c0_g1_i1	491	198.954	0.859613	9.000
TRINITY_DN14813_c0_g1_i1	950	643.283	4.165145	141.000
TRINITY_DN14815_c0_g1_i2	1100	793.088	7.355803	307.000
TRINITY_DN14874_c0_g1_i1	2012	1705.088	4.090086	367.000
TRINITY_DN14859_c0_g2_i1	556	258.334	1.912515	26.000
TRINITY_DN14861_c0_g1_i1	1074	767.088	0.594537	24.000
TRINITY_DN14854_c0_g1_i1	1440	1133.088	8.871666	529.000
TRINITY_DN14883_c0_g1_i1	1728	1421.088	7.113835	532.000
TRINITY_DN14811_c0_g1_i1	2109	1802.088	1.760977	167.000
TRINITY_DN14843_c0_g1_i1	1715	1408.088	3.576261	265.000
TRINITY_DN14843_c0_g2_i1	1333	1026.088	2.944596	159.000
TRINITY_DN14831_c0_g1_i1	925	618.375	1.475051	48.000
TRINITY_DN14851_c1_g1_i2	1451	1144.088	0.880298	53.000
TRINITY_DN14851_c0_g1_i6	4616	4309.088	0.776141	176.000
TRINITY_DN14851_c0_g2_i1	250	44.655	0.000000	0.000
TRINITY_DN14864_c0_g1_i1	2176	1869.088	42.873310	4217.000
TRINITY_DN14828_c0_g1_i1	1542	1235.088	1.815504	118.000
